CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
7971,2026-02-06 08:32:00,2026-02-06 13:55:26,2026-02-19 15:06:00,15.214785,75.997198,Grievous Hurt reported in Ballari area
7972,2026-04-10 18:59:00,2026-04-10 19:09:57,2026-04-22 12:22:00,13.015477,77.585609,Rioting reported in Bengaluru Urban area
7973,2024-06-25 19:37:00,2024-06-25 19:49:48,2024-07-10 09:53:00,13.978159,75.513972,Cheating reported in Gadag area
7974,2026-01-18 23:45:00,2026-01-19 05:06:57,2026-01-24 20:46:00,12.532577,77.012801,Sexual Harassment reported in Mysuru area
7975,2025-08-23 02:02:00,2025-08-23 05:06:10,2025-08-30 22:21:00,12.541441,76.900005,Rape reported in Mysuru area
7976,2025-03-03 15:04:00,2025-03-03 16:41:47,2025-03-05 08:10:00,13.350489,74.886542,Fraud reported in Kodagu area
7977,2024-02-20 10:08:00,2024-02-20 16:02:59,2024-03-02 08:38:00,14.552468,75.9106,Theft reported in Kolar area
7978,2024-05-16 17:58:00,2024-05-16 21:19:28,2024-05-30 11:53:00,14.335258,74.989057,Chain Snatching reported in Shivamogga area
7979,2024-10-14 09:21:00,2024-10-14 10:24:03,2024-10-24 18:45:00,12.540524,75.812564,Kidnapping reported in Mandya area
7980,2024-09-19 13:43:00,2024-09-19 14:30:17,2024-09-20 05:16:00,15.12974,75.977656,Vehicle Theft reported in Ballari area
7981,2024-03-27 12:35:00,2024-03-27 17:24:26,2024-04-10 01:44:00,14.183853,76.341967,Grievous Hurt reported in Chitradurga area
7982,2024-01-24 03:15:00,2024-01-24 05:59:00,2024-01-24 07:15:00,13.961187,75.620936,Theft reported in Raichur area
7983,2025-07-13 19:45:00,2025-07-13 21:49:12,2025-07-25 20:53:00,13.80017,75.641219,Human Trafficking reported in Gadag area
7984,2024-10-26 21:35:00,2024-10-27 01:20:02,2024-11-08 18:40:00,12.508623,76.799369,Domestic Violence reported in Yadgir area
7985,2024-09-07 05:14:00,2024-09-07 06:50:31,2024-09-18 16:57:00,12.174363,76.76254,Grievous Hurt reported in Haveri area
7986,2025-12-20 05:45:00,2025-12-20 08:07:25,2025-12-27 04:51:00,12.023482,76.768644,Grievous Hurt reported in Koppal area
7987,2024-03-27 08:05:00,2024-03-27 12:40:13,2024-04-05 02:34:00,12.955341,77.630872,Human Trafficking reported in Bengaluru Urban area
7988,2024-10-10 09:13:00,2024-10-10 15:12:04,2024-10-20 18:47:00,13.373841,77.744735,PoCSO Act reported in Chikkaballapura area
7989,2025-09-18 14:19:00,2025-09-18 15:06:17,2025-09-26 06:01:00,15.92831,74.488035,NDPS Act reported in Belagavi area
7990,2024-01-05 06:32:00,2024-01-05 07:00:31,2024-01-14 01:47:00,11.915331,77.174333,Rioting reported in Chamarajanagar area
7991,2025-10-23 10:02:00,2025-10-23 16:01:02,2025-11-02 03:35:00,12.160396,76.542878,Rioting reported in Haveri area
7992,2024-10-29 01:20:00,2024-10-29 06:05:51,2024-11-08 14:57:00,13.925878,75.558479,Cheating reported in Raichur area
7993,2026-05-11 00:10:00,2026-05-11 06:04:50,2026-05-24 08:10:00,13.952154,75.497799,Grievous Hurt reported in Raichur area
7994,2025-06-13 17:07:00,2025-06-13 18:40:43,2025-06-27 16:37:00,13.149186,77.588966,Arson reported in Bengaluru Urban area
7995,2026-06-19 11:53:00,2026-06-19 12:20:30,2026-06-24 15:45:00,15.098195,77.005539,Attempt to Murder reported in Dharwad area
7996,2025-12-31 02:02:00,2025-12-31 04:27:52,2026-01-12 11:50:00,12.919186,77.624411,Human Trafficking reported in Vijayanagara area
7997,2025-10-04 06:48:00,2025-10-04 11:00:27,2025-10-06 07:17:00,12.922802,77.586444,Robbery reported in Vijayanagara area
7998,2025-07-19 02:20:00,2025-07-19 07:34:04,2025-07-29 01:17:00,15.503132,75.020384,Rioting reported in Davanagere area
7999,2024-01-08 03:16:00,2024-01-08 07:59:25,2024-01-10 22:27:00,12.501715,76.972059,Chain Snatching reported in Kalaburagi area
8000,2025-12-08 09:06:00,2025-12-08 14:05:50,2025-12-18 02:55:00,12.531135,77.084721,Cheating reported in Ramanagara area
8001,2025-03-28 22:01:00,2025-03-28 22:48:23,2025-04-07 17:10:00,12.072793,76.607393,Cyber Crime reported in Haveri area
8002,2024-02-26 16:36:00,2024-02-26 17:45:27,2024-03-06 12:26:00,12.231345,76.604988,Fraud reported in Haveri area
8003,2026-01-06 04:54:00,2026-01-06 05:14:21,2026-01-18 23:18:00,14.557032,75.840017,Arms Act reported in Vijayapur area
8004,2024-08-26 09:23:00,2024-08-26 09:38:11,2024-08-31 02:49:00,15.33418,74.890426,Grievous Hurt reported in Davanagere area
8005,2024-04-25 10:18:00,2024-04-25 14:05:18,2024-05-08 22:52:00,11.907081,77.282505,Grievous Hurt reported in Chamarajanagar area
8006,2025-04-20 21:49:00,2025-04-21 01:50:07,2025-04-27 22:30:00,15.282049,76.780058,Grievous Hurt reported in Dharwad area
8007,2025-01-06 22:24:00,2025-01-07 00:53:00,2025-01-14 11:11:00,12.542293,76.963433,Burglary reported in Hassan area
8008,2025-06-12 05:14:00,2025-06-12 07:32:29,2025-06-12 13:10:00,13.95147,75.590236,Burglary reported in Gadag area
8009,2026-01-23 08:14:00,2026-01-23 14:11:58,2026-02-05 10:47:00,12.846782,77.732725,Cheating reported in Bengaluru Urban area
8010,2024-07-27 01:19:00,2024-07-27 03:32:48,2024-08-02 10:42:00,12.527432,76.905538,Sexual Harassment reported in Kalaburagi area
8011,2025-05-23 15:11:00,2025-05-23 17:46:43,2025-05-25 11:29:00,14.464755,75.904826,Robbery reported in Vijayapur area
8012,2025-09-04 19:53:00,2025-09-04 22:02:36,2025-09-07 03:18:00,15.908528,74.505712,Robbery reported in Bagalkot area
8013,2024-12-01 21:04:00,2024-12-02 00:34:48,2024-12-07 23:03:00,13.036352,77.555632,Forgery reported in Vijayanagara area
8014,2025-11-14 10:06:00,2025-11-14 11:53:33,2025-11-23 00:26:00,13.342664,75.602087,Sexual Harassment reported in Chikkamagaluru area
8015,2026-04-17 08:57:00,2026-04-17 11:16:26,2026-04-28 16:43:00,13.277887,77.651708,PoCSO Act reported in Chikkaballapura area
8016,2025-03-07 01:29:00,2025-03-07 05:34:50,2025-03-20 19:36:00,12.469687,76.830932,Rape reported in Kalaburagi area
8017,2026-04-14 00:36:00,2026-04-14 03:09:15,2026-04-16 22:31:00,14.160199,75.656054,Kidnapping reported in Uttara Kannada area
8018,2025-04-18 16:22:00,2025-04-18 21:06:47,2025-04-20 16:59:00,13.401258,75.717538,Attempt to Murder reported in Chikkamagaluru area
8019,2025-11-27 07:28:00,2025-11-27 12:13:25,2025-12-03 07:24:00,13.326276,75.674234,Rioting reported in Chikkamagaluru area
8020,2025-10-29 01:10:00,2025-10-29 02:25:06,2025-11-10 04:39:00,14.864694,75.418158,Attempt to Murder reported in Dakshina Kannada area
8021,2026-01-06 23:35:00,2026-01-07 05:32:37,2026-01-12 21:49:00,12.422545,76.888434,PoCSO Act reported in Yadgir area
8022,2025-03-07 20:51:00,2025-03-08 00:45:41,2025-03-16 23:59:00,11.88579,77.372894,Human Trafficking reported in Chamarajanagar area
8023,2024-12-30 01:21:00,2024-12-30 06:12:09,2025-01-11 15:05:00,14.133518,76.407527,Arson reported in Chitradurga area
8024,2024-03-17 02:50:00,2024-03-17 04:06:58,2024-03-29 17:59:00,14.542527,75.973062,Grievous Hurt reported in Vijayapur area
8025,2024-01-05 07:50:00,2024-01-05 12:29:32,2024-01-05 14:35:00,17.939453,77.434434,Forgery reported in Bidar area
8026,2023-12-29 04:24:00,2023-12-29 05:07:31,2024-01-06 10:52:00,14.138336,75.461321,Drug Possession reported in Uttara Kannada area
8027,2025-01-18 21:24:00,2025-01-18 21:42:24,2025-01-23 02:46:00,13.956458,75.456054,Dowry Death reported in Raichur area
8028,2026-03-07 11:49:00,2026-03-07 17:35:57,2026-03-17 13:20:00,17.854312,77.523542,Sexual Harassment reported in Bidar area
8029,2024-02-10 01:35:00,2024-02-10 04:01:17,2024-02-24 13:16:00,13.90434,75.626913,Forgery reported in Gadag area
8030,2024-04-27 22:39:00,2024-04-28 00:23:48,2024-04-30 20:53:00,15.831999,74.47841,Grievous Hurt reported in Bagalkot area
8031,2026-01-02 05:56:00,2026-01-02 08:21:24,2026-01-06 09:00:00,14.099416,75.649639,Kidnapping reported in Uttara Kannada area
8032,2024-02-04 15:32:00,2024-02-04 15:44:38,2024-02-05 04:52:00,13.985323,75.629955,Cheating reported in Raichur area
8033,2026-05-14 02:52:00,2026-05-14 07:06:55,2026-05-26 00:43:00,12.236089,76.691481,Rioting reported in Koppal area
8034,2025-04-03 13:18:00,2025-04-03 17:32:16,2025-04-04 13:51:00,15.097603,76.953948,Cyber Crime reported in Dharwad area
8035,2025-11-10 09:06:00,2025-11-10 10:51:37,2025-11-15 03:44:00,14.097895,75.729109,Human Trafficking reported in Uttara Kannada area
8036,2025-10-17 19:37:00,2025-10-18 01:04:43,2025-10-23 11:41:00,12.386227,76.514341,Grievous Hurt reported in Haveri area
8037,2024-05-21 18:42:00,2024-05-21 23:05:25,2024-05-24 05:48:00,15.794438,74.509117,Rape reported in Belagavi area
8038,2024-06-28 20:35:00,2024-06-28 22:05:55,2024-07-03 04:06:00,14.492152,76.000582,Cheating reported in Vijayapur area
8039,2024-12-27 02:13:00,2024-12-27 06:58:28,2025-01-05 10:49:00,12.04296,77.266221,Cheating reported in Chamarajanagar area
8040,2024-02-28 04:11:00,2024-02-28 07:30:16,2024-03-06 23:13:00,14.257232,76.391905,Kidnapping reported in Chitradurga area
8041,2024-05-08 10:51:00,2024-05-08 14:01:30,2024-05-08 21:29:00,13.331846,75.877396,Dowry Death reported in Chikkamagaluru area
8042,2024-01-29 16:13:00,2024-01-29 16:14:31,2024-02-01 11:23:00,12.373307,75.943345,Vehicle Theft reported in Mandya area
8043,2025-06-12 16:51:00,2025-06-12 22:01:29,2025-06-24 06:37:00,13.33729,74.771203,Burglary reported in Kodagu area
8044,2026-03-17 00:11:00,2026-03-17 01:18:07,2026-03-29 20:46:00,13.289587,74.752046,Dowry Death reported in Kodagu area
8045,2024-10-09 23:54:00,2024-10-10 04:40:00,2024-10-19 21:57:00,14.24886,76.340251,Chain Snatching reported in Chitradurga area
8046,2026-07-04 23:19:00,2026-07-05 01:19:22,2026-07-12 06:42:00,12.394391,75.663336,Rioting reported in Mandya area
8047,2026-04-26 11:12:00,2026-04-26 13:43:27,2026-04-28 07:32:00,12.504191,76.808848,Theft reported in Mysuru area
8048,2024-09-14 05:17:00,2024-09-14 09:14:00,2024-09-27 21:55:00,14.235894,76.42284,Arson reported in Chitradurga area
8049,2024-04-02 21:29:00,2024-04-03 01:45:55,2024-04-06 15:10:00,12.595703,77.018361,Forgery reported in Kalaburagi area
8050,2025-10-23 15:09:00,2025-10-23 19:53:34,2025-11-01 01:20:00,12.4707,76.890424,Attempt to Murder reported in Ramanagara area
8051,2024-10-12 15:01:00,2024-10-12 16:24:38,2024-10-22 09:46:00,14.275741,76.269457,Rape reported in Chitradurga area
8052,2025-12-28 19:26:00,2025-12-28 22:00:16,2025-12-31 18:28:00,14.44161,75.912222,NDPS Act reported in Vijayapur area
8053,2025-07-23 05:50:00,2025-07-23 06:24:32,2025-07-27 22:49:00,14.145458,75.116859,Fraud reported in Shivamogga area
8054,2026-04-07 22:40:00,2026-04-08 01:26:28,2026-04-21 18:06:00,13.226624,74.773228,Kidnapping reported in Kodagu area
8055,2024-02-26 11:42:00,2024-02-26 14:13:05,2024-03-10 10:13:00,13.858884,75.516065,Hurt reported in Raichur area
8056,2024-07-28 20:10:00,2024-07-29 00:39:42,2024-07-29 13:19:00,13.297191,74.854308,Theft reported in Kodagu area
8057,2025-09-23 14:49:00,2025-09-23 18:16:18,2025-09-27 05:51:00,15.059432,76.92609,Human Trafficking reported in Dharwad area
8058,2025-07-24 17:34:00,2025-07-24 21:14:01,2025-08-03 20:14:00,15.442532,75.039359,Sexual Harassment reported in Davanagere area
8059,2024-11-22 04:07:00,2024-11-22 09:56:21,2024-11-28 04:36:00,12.968627,77.539697,Arms Act reported in Vijayanagara area
8060,2025-01-31 07:03:00,2025-01-31 09:39:58,2025-02-14 05:41:00,15.684102,74.622603,Dowry Death reported in Bagalkot area
8061,2024-05-03 15:52:00,2024-05-03 18:31:26,2024-05-09 22:11:00,12.462957,76.836766,NDPS Act reported in Haveri area
8062,2024-07-20 03:25:00,2024-07-20 06:07:03,2024-07-21 20:24:00,14.847621,75.397715,Robbery reported in Dakshina Kannada area
8063,2025-07-11 07:06:00,2025-07-11 10:20:00,2025-07-11 10:00:00,15.295442,75.91466,Rape reported in Ballari area
8064,2024-03-19 18:36:00,2024-03-19 20:27:34,2024-04-03 02:57:00,15.37467,74.895306,Burglary reported in Davanagere area
8065,2024-07-19 02:46:00,2024-07-19 05:35:24,2024-07-29 19:34:00,15.461478,75.156206,PoCSO Act reported in Davanagere area
8066,2025-06-01 12:49:00,2025-06-01 17:45:35,2025-06-10 07:40:00,11.865502,77.066593,Forgery reported in Chamarajanagar area
8067,2025-12-31 14:39:00,2025-12-31 16:23:25,2026-01-01 23:42:00,12.015028,76.607079,Forgery reported in Koppal area
8068,2025-12-17 21:50:00,2025-12-18 00:30:29,2025-12-27 12:15:00,13.87949,75.721083,NDPS Act reported in Raichur area
8069,2025-07-05 10:17:00,2025-07-05 15:35:13,2025-07-17 23:37:00,12.45184,76.912872,Chain Snatching reported in Hassan area
8070,2026-03-18 11:29:00,2026-03-18 11:56:01,2026-03-22 07:01:00,11.941671,76.640629,Burglary reported in Koppal area
8071,2025-05-18 03:38:00,2025-05-18 06:52:24,2025-05-20 02:20:00,15.937219,74.470468,Drug Possession reported in Belagavi area
8072,2025-08-21 04:44:00,2025-08-21 07:24:59,2025-08-31 23:26:00,14.226512,76.555128,Rioting reported in Chitradurga area
8073,2026-01-09 13:27:00,2026-01-09 13:36:47,2026-01-14 07:47:00,12.467221,76.688647,Chain Snatching reported in Haveri area
8074,2025-10-13 09:35:00,2025-10-13 14:33:38,2025-10-18 16:54:00,12.975286,77.567426,Arms Act reported in Vijayanagara area
8075,2025-09-28 02:00:00,2025-09-28 06:29:32,2025-10-01 00:17:00,12.929729,77.653451,Cyber Crime reported in Bengaluru Urban area
8076,2025-03-09 23:37:00,2025-03-10 02:30:00,2025-03-10 02:05:00,13.277903,74.830371,Theft reported in Udupi area
8077,2025-02-10 09:14:00,2025-02-10 10:53:30,2025-02-21 14:49:00,14.2266,75.049795,Theft reported in Shivamogga area
8078,2024-12-08 01:29:00,2024-12-08 06:39:42,2024-12-12 08:06:00,15.80126,74.37562,Grievous Hurt reported in Belagavi area
8079,2024-12-27 23:26:00,2024-12-28 04:51:16,2025-01-11 18:40:00,15.196311,76.822588,Vehicle Theft reported in Dharwad area
8080,2024-03-03 18:13:00,2024-03-03 20:12:19,2024-03-14 09:28:00,14.816853,75.662568,Sexual Harassment reported in Dakshina Kannada area
8081,2025-02-18 06:50:00,2025-02-18 09:11:05,2025-02-26 19:31:00,14.021986,75.708539,Hurt reported in Raichur area
8082,2025-01-21 20:05:00,2025-01-21 23:52:22,2025-02-05 13:52:00,13.859154,75.656479,Burglary reported in Gadag area
8083,2024-02-16 11:04:00,2024-02-16 11:14:25,2024-02-23 13:09:00,12.194831,76.649427,Rioting reported in Koppal area
8084,2026-01-01 09:56:00,2026-01-01 11:46:31,2026-01-12 01:40:00,12.268645,75.868393,Rape reported in Mandya area
8085,2026-06-23 23:13:00,2026-06-24 01:07:31,2026-06-25 16:52:00,12.018168,76.566638,Grievous Hurt reported in Koppal area
8086,2026-02-08 12:37:00,2026-02-08 17:52:13,2026-02-22 20:47:00,14.163932,76.42688,Dowry Death reported in Chitradurga area
8087,2024-01-07 16:57:00,2024-01-07 20:32:00,2024-01-07 18:00:00,15.664092,74.549785,Vehicle Theft reported in Bagalkot area
8088,2025-05-20 10:38:00,2025-05-20 12:17:52,2025-05-30 01:20:00,12.58183,75.776213,Theft reported in Mandya area
8089,2026-02-08 00:53:00,2026-02-08 05:57:21,2026-02-20 09:10:00,14.059484,75.118394,PoCSO Act reported in Shivamogga area
8090,2024-04-02 00:05:00,2024-04-02 04:05:26,2024-04-04 10:12:00,13.492824,74.921955,Human Trafficking reported in Kodagu area
8091,2024-04-02 19:42:00,2024-04-02 20:51:37,2024-04-07 20:26:00,12.500896,76.757333,Rioting reported in Ramanagara area
8092,2025-08-04 15:53:00,2025-08-04 21:17:48,2025-08-06 11:51:00,12.293831,76.665898,Domestic Violence reported in Haveri area
8093,2024-06-21 08:35:00,2024-06-21 11:57:41,2024-07-03 16:31:00,12.423604,76.92168,Arson reported in Hassan area
8094,2024-01-30 07:32:00,2024-01-30 11:44:06,2024-02-06 11:26:00,13.246321,77.688195,Sexual Harassment reported in Bengaluru Rural area
8095,2024-07-26 16:43:00,2024-07-26 21:42:51,2024-07-27 08:59:00,13.883207,75.749243,Arson reported in Gadag area
8096,2024-05-25 18:10:00,2024-05-25 23:36:08,2024-06-03 00:41:00,13.353513,75.828366,Dowry Death reported in Chikkamagaluru area
8097,2024-05-25 12:48:00,2024-05-25 18:44:37,2024-05-30 09:14:00,14.607099,75.865049,Murder reported in Vijayapur area
8098,2024-07-26 03:54:00,2024-07-26 08:45:30,2024-08-06 15:26:00,15.174706,75.897106,Kidnapping reported in Ballari area
8099,2024-08-08 14:15:00,2024-08-08 16:33:32,2024-08-19 20:29:00,12.008323,76.6625,PoCSO Act reported in Koppal area
8100,2026-02-15 13:04:00,2026-02-15 17:49:30,2026-02-17 11:59:00,12.614071,76.908072,Arms Act reported in Ramanagara area
8101,2026-06-10 06:23:00,2026-06-10 12:19:45,2026-06-11 02:17:00,15.743187,74.379837,Cheating reported in Bagalkot area
8102,2026-03-24 19:25:00,2026-03-24 20:02:22,2026-04-04 16:18:00,13.036115,78.153674,Fraud reported in Tumakuru area
8103,2026-05-20 13:06:00,2026-05-20 14:36:59,2026-06-03 14:41:00,13.992766,75.557928,Vehicle Theft reported in Gadag area
8104,2024-03-06 10:19:00,2024-03-06 14:40:00,2024-03-13 08:26:00,12.612311,76.976955,Domestic Violence reported in Kalaburagi area
8105,2025-12-20 13:38:00,2025-12-20 16:15:15,2025-12-29 10:17:00,14.409925,75.975393,Attempt to Murder reported in Vijayapur area
8106,2024-12-11 17:32:00,2024-12-11 18:22:26,2024-12-18 13:50:00,12.342866,76.548126,Domestic Violence reported in Haveri area
8107,2025-04-08 09:24:00,2025-04-08 11:58:39,2025-04-14 01:33:00,12.462839,76.874282,Dowry Death reported in Mysuru area
8108,2025-02-13 01:10:00,2025-02-13 03:44:49,2025-02-26 05:17:00,15.01927,76.965024,Sexual Harassment reported in Dharwad area
8109,2025-07-11 07:08:00,2025-07-11 12:52:41,2025-07-13 23:03:00,15.82861,74.568709,Dowry Death reported in Belagavi area
8110,2025-11-30 21:27:00,2025-12-01 00:27:24,2025-12-01 00:20:00,11.94784,77.268672,NDPS Act reported in Chamarajanagar area
8111,2025-02-12 12:24:00,2025-02-12 15:52:48,2025-02-14 16:04:00,13.773068,75.525508,Robbery reported in Gadag area
8112,2026-05-13 14:56:00,2026-05-13 18:45:52,2026-05-21 18:10:00,13.299981,75.725633,Cyber Crime reported in Chikkamagaluru area
8113,2025-12-25 11:11:00,2025-12-25 16:47:50,2026-01-01 00:55:00,15.114203,76.871642,Cheating reported in Dharwad area
8114,2024-06-01 19:10:00,2024-06-01 19:28:02,2024-06-12 17:26:00,13.103974,78.140957,Rape reported in Tumakuru area
8115,2025-09-03 20:10:00,2025-09-03 23:04:48,2025-09-15 05:45:00,12.386872,75.737344,Attempt to Murder reported in Mandya area
8116,2024-02-02 02:39:00,2024-02-02 05:20:35,2024-02-03 14:49:00,13.35023,77.661411,Hurt reported in Chikkaballapura area
8117,2024-02-17 15:03:00,2024-02-17 20:34:05,2024-02-22 05:08:00,17.855036,77.467754,Grievous Hurt reported in Bidar area
8118,2024-06-13 16:54:00,2024-06-13 18:54:25,2024-06-16 11:15:00,15.107963,76.894613,Hurt reported in Dharwad area
8119,2025-08-07 06:24:00,2025-08-07 06:43:49,2025-08-17 17:44:00,12.502172,76.825512,Domestic Violence reported in Mysuru area
8120,2026-05-09 13:06:00,2026-05-09 15:19:44,2026-05-13 15:36:00,13.312167,74.781846,Hurt reported in Kodagu area
8121,2024-06-27 04:47:00,2024-06-27 05:51:14,2024-07-09 19:49:00,14.593301,76.010948,Arms Act reported in Kolar area
8122,2024-09-09 19:43:00,2024-09-09 22:46:33,2024-09-12 19:52:00,13.915337,75.40196,Kidnapping reported in Gadag area
8123,2025-06-06 09:45:00,2025-06-06 14:21:32,2025-06-20 03:19:00,13.986298,75.468706,Theft reported in Gadag area
8124,2025-07-05 19:31:00,2025-07-05 20:33:13,2025-07-10 16:13:00,14.593759,75.985067,PoCSO Act reported in Kolar area
8125,2024-05-12 14:13:00,2024-05-12 16:14:33,2024-05-18 12:23:00,13.006504,77.743917,Rioting reported in Vijayanagara area
8126,2025-02-22 04:15:00,2025-02-22 05:10:15,2025-03-07 16:48:00,15.744166,74.491293,Burglary reported in Bagalkot area
8127,2024-06-01 11:47:00,2024-06-01 13:10:08,2024-06-04 16:01:00,12.391532,76.865311,Forgery reported in Ramanagara area
8128,2025-05-29 09:43:00,2025-05-29 10:14:04,2025-05-31 04:01:00,13.773868,75.575216,PoCSO Act reported in Gadag area
8129,2024-12-29 13:17:00,2024-12-29 16:22:26,2025-01-04 10:18:00,14.600164,75.471097,Attempt to Murder reported in Dakshina Kannada area
8130,2024-09-17 18:27:00,2024-09-17 23:14:39,2024-09-20 09:54:00,14.146979,76.36467,Chain Snatching reported in Chitradurga area
8131,2024-04-03 00:23:00,2024-04-03 01:16:53,2024-04-16 23:56:00,14.098603,75.600045,Forgery reported in Uttara Kannada area
8132,2024-10-02 07:03:00,2024-10-02 07:29:30,2024-10-03 09:55:00,17.850256,77.573202,Fraud reported in Bidar area
8133,2024-12-03 16:07:00,2024-12-03 20:47:18,2024-12-04 20:59:00,14.167808,74.944873,Burglary reported in Shivamogga area
8134,2024-01-10 16:15:00,2024-01-10 20:40:31,2024-01-20 05:46:00,12.912623,77.54358,Murder reported in Vijayanagara area
8135,2024-04-25 17:14:00,2024-04-25 21:50:27,2024-04-29 01:38:00,14.407919,75.840316,Burglary reported in Kolar area
8136,2025-03-29 00:15:00,2025-03-29 01:31:36,2025-04-08 15:03:00,13.401922,77.628568,Domestic Violence reported in Chikkaballapura area
8137,2024-08-22 21:34:00,2024-08-23 02:22:05,2024-09-04 02:47:00,12.954304,77.577448,Drug Possession reported in Vijayanagara area
8138,2024-05-07 10:24:00,2024-05-07 14:29:29,2024-05-21 14:18:00,15.219612,75.895148,Drug Possession reported in Ballari area
8139,2024-05-05 10:21:00,2024-05-05 15:05:05,2024-05-10 04:29:00,13.285055,74.701135,Arms Act reported in Kodagu area
8140,2025-08-03 09:54:00,2025-08-03 14:58:37,2025-08-12 19:19:00,14.74234,75.331785,Kidnapping reported in Dakshina Kannada area
8141,2025-11-03 02:43:00,2025-11-03 06:03:39,2025-11-14 18:42:00,12.382222,76.55187,Kidnapping reported in Haveri area
8142,2025-11-07 06:30:00,2025-11-07 12:20:30,2025-11-19 20:35:00,14.081599,75.699001,Rioting reported in Uttara Kannada area
8143,2024-01-18 15:52:00,2024-01-18 18:03:05,2024-02-02 14:38:00,13.170245,77.650774,Human Trafficking reported in Bengaluru Rural area
8144,2026-04-15 04:35:00,2026-04-15 08:27:55,2026-04-29 21:17:00,12.530472,77.033918,Rioting reported in Mysuru area
8145,2024-02-19 22:28:00,2024-02-20 02:32:54,2024-03-03 19:35:00,15.651843,74.595889,Sexual Harassment reported in Bagalkot area
8146,2025-03-17 02:39:00,2025-03-17 07:14:55,2025-03-26 10:43:00,14.439506,75.936301,Robbery reported in Vijayapur area
8147,2026-03-14 08:53:00,2026-03-14 12:02:38,2026-03-24 21:03:00,13.867759,75.62509,Rape reported in Raichur area
8148,2025-08-16 07:17:00,2025-08-16 11:19:48,2025-08-26 17:21:00,12.53531,77.085623,Rape reported in Kalaburagi area
8149,2026-02-28 00:00:00,2026-02-28 01:57:03,2026-03-08 08:15:00,13.235473,78.244423,Burglary reported in Tumakuru area
8150,2026-04-05 07:16:00,2026-04-05 09:45:26,2026-04-16 08:31:00,13.0014,77.61202,Burglary reported in Bengaluru Urban area
8151,2025-10-17 19:23:00,2025-10-17 22:51:14,2025-10-22 11:40:00,14.043091,75.617686,Attempt to Murder reported in Uttara Kannada area
8152,2024-10-29 02:34:00,2024-10-29 05:24:38,2024-11-09 09:49:00,13.412339,74.6863,Rioting reported in Kodagu area
8153,2024-08-02 01:10:00,2024-08-02 03:00:11,2024-08-15 23:39:00,13.3006,75.740569,Rape reported in Chikkamagaluru area
8154,2025-11-13 06:56:00,2025-11-13 07:08:41,2025-11-15 19:44:00,12.387886,75.637033,Drug Possession reported in Mandya area
8155,2025-11-26 04:29:00,2025-11-26 05:31:23,2025-12-05 06:32:00,12.650818,76.955245,Rioting reported in Yadgir area
8156,2024-10-28 17:23:00,2024-10-28 22:06:10,2024-10-29 22:54:00,17.938959,77.39985,Hurt reported in Bidar area
8157,2026-02-21 04:18:00,2026-02-21 09:51:50,2026-03-03 00:55:00,12.618326,76.96068,Sexual Harassment reported in Kalaburagi area
8158,2026-04-22 01:19:00,2026-04-22 04:51:07,2026-04-22 08:24:00,13.021203,77.594398,Hurt reported in Vijayanagara area
8159,2024-12-24 02:52:00,2024-12-24 06:38:49,2025-01-02 10:02:00,12.594292,76.938944,Fraud reported in Mysuru area
8160,2024-12-02 08:40:00,2024-12-02 10:02:23,2024-12-04 20:14:00,15.844209,74.396633,PoCSO Act reported in Bagalkot area
8161,2024-03-07 06:53:00,2024-03-07 10:11:52,2024-03-20 07:23:00,12.521048,76.828246,NDPS Act reported in Yadgir area
8162,2025-07-12 21:25:00,2025-07-12 21:31:01,2025-07-26 13:05:00,12.458333,76.96742,Forgery reported in Hassan area
8163,2024-05-15 01:49:00,2024-05-15 03:19:59,2024-05-29 11:13:00,12.187752,76.55122,Drug Possession reported in Haveri area
8164,2025-03-25 23:44:00,2025-03-26 03:16:42,2025-04-03 07:13:00,13.289501,74.735632,Burglary reported in Udupi area
8165,2025-05-02 01:59:00,2025-05-02 05:33:53,2025-05-09 07:18:00,13.937757,75.571689,NDPS Act reported in Gadag area
8166,2026-06-13 19:22:00,2026-06-14 00:59:31,2026-06-20 11:55:00,13.178556,77.736614,Rape reported in Vijayanagara area
8167,2025-12-29 01:30:00,2025-12-29 02:14:55,2026-01-10 08:29:00,15.894173,74.653916,NDPS Act reported in Bagalkot area
8168,2024-10-10 06:09:00,2024-10-10 08:14:13,2024-10-16 17:47:00,14.247229,75.719181,Sexual Harassment reported in Uttara Kannada area
8169,2025-01-24 18:10:00,2025-01-24 23:37:12,2025-01-27 23:35:00,14.78985,75.503602,Theft reported in Dakshina Kannada area
8170,2025-04-11 14:18:00,2025-04-11 18:45:57,2025-04-17 07:47:00,13.523514,75.831119,Drug Possession reported in Chikkamagaluru area
8171,2024-07-02 13:35:00,2024-07-02 17:51:35,2024-07-12 14:57:00,12.342762,75.804214,Forgery reported in Mandya area
8172,2025-03-21 21:45:00,2025-03-22 02:20:53,2025-04-03 14:49:00,14.39926,75.845174,Murder reported in Kolar area
8173,2025-03-22 05:28:00,2025-03-22 10:08:03,2025-03-29 20:11:00,12.271747,76.664609,Murder reported in Koppal area
8174,2025-07-18 11:27:00,2025-07-18 12:02:04,2025-07-29 03:40:00,15.795764,74.511085,Fraud reported in Belagavi area
